date, pm25, o3, no2, co
2022/4/6, 36, , 6, 2
2022/4/7, 39, , 8, 2
2022/4/8, 22, , 9, 2
2022/4/9, 31, , 6, 1
2022/4/10, 24, , 3, 1
2022/4/11, 20, , 11, 2
2022/4/12, 38, , 12, 2
2022/4/13, 40, , 8, 2
2022/4/14, 42, , 7, 1
2022/4/15, 27, , 6, 1
2022/4/16, 22, , 5, 1
2022/4/17, 24, , 5, 1
2022/4/18, 18, , 7, 1
2022/4/19, 23, , 4, 1
2022/4/20, 20, , 6, 1
2022/4/21, 20, , 7, 1
2022/4/22, 33, , 11, 1
2022/4/23, 33, , 3, 1
2022/4/24, 26, , 10, 3
2022/4/25, 54, , 12, 2
2022/4/26, 61, , 6, 1
2022/4/27, 16, , 7, 1
2022/4/28, 14, , 10, 1
2022/4/29, 22, , 17, 2
2022/4/30, 46, , 11, 2
2022/5/1, 34, , 4, 1
2022/5/2, 36, , 6, 1
2022/5/3, 35, , 12, 1
2022/5/4, 46, , 7, 1
2022/5/5, 25, , 7, 1
2022/5/6, 28, , 4, 1
2022/5/7, 27, , 1, 1
2022/5/8, 21, , 4, 1
2022/5/9, 25, , 4, 1
2022/5/10, 31, , 4, 1
2022/5/11, 40, , 6, 1
2022/5/12, 42, , 6, 1
2022/5/13, 35, , 9, 2
2022/5/14, 37, , 5, 2
2022/5/15, 29, , 5, 1
2022/5/16, 34, , 12, 1
2022/5/17, 36, , 6, 1
2022/5/18, 17, , 10, 1
2022/5/19, 23, , 7, 1
2022/5/20, 37, , 8, 2
2022/5/21, 43, , 4, 1
2022/5/22, 51, , 4, 1
2022/5/23, 26, , 6, 1
2022/5/24, 18, , 3, 1
2022/5/25, 21, , 2, 1
2022/5/26, 24, , 7, 1
2022/5/27, 27, , 8, 1
2022/5/28, 19, , 5, 1
2022/5/29, 27, , 6, 2
2022/5/30, 37, , 6, 2
2022/5/31, 52, , 11, 2
2022/6/1, 49, , 14, 2
2022/6/2, 46, , 9, 1
2022/6/3, 21, , 8, 2
2022/6/4, 26, , 4, 1
2022/6/5, 15, , 7, 1
2022/6/6, 23, , 8, 1
2022/6/7, 53, , 7, 1
2022/6/8, 54, , 7, 1
2022/6/9, 21, , 6, 1
2022/6/10, 24, , 7, 1
2022/6/11, 19, , 6, 1
2022/6/12, 35, , 4, 1
2022/6/13, 40, , 6, 1
2022/6/14, 27, , 3, 
2022/6/15, 25, , 8, 1
2022/6/16, 52, , 7, 1
2022/6/17, 81, , 5, 1
2022/6/18, 34, , 2, 
2022/6/19, 17, , 5, 
2022/6/20, 22, , 13, 1
2022/6/21, 33, , 8, 
2022/6/22, 46, , , 
2022/6/23, 49, , , 
2022/6/24, 24, , 12, 2
2022/6/25, 32, , 4, 1
2022/6/26, 43, , 5, 2
2022/6/27, 52, , 6, 1
2022/6/28, 22, , 9, 1
2022/6/29, 23, , 12, 1
2022/6/30, 30, , 12, 2
2022/7/1, 46, , 10, 2
2022/1/4, 31, , 9, 2
2022/1/5, 54, , 5, 1
2022/1/6, 43, , 8, 1
2022/1/7, 47, , 10, 1
2022/1/8, 47, , 16, 2
2022/1/9, 54, , 3, 1
2022/1/10, 38, , 4, 
2022/1/11, 37, , 6, 1
2022/1/12, 44, , 9, 2
2022/1/13, 59, , 18, 3
2022/1/14, 84, , 5, 1
2022/1/15, 38, , 3, 1
2022/1/16, 40, , 9, 2
2022/1/17, 42, , 5, 2
2022/1/18, 36, , 10, 2
2022/1/19, 41, , 6, 1
2022/1/20, 54, , 10, 1
2022/1/21, 35, , 20, 2
2022/1/22, 51, , 17, 3
2022/1/23, 55, , 8, 1
2022/1/24, 43, , 19, 2
2022/1/25, 46, , 12, 2
2022/1/26, 47, , 14, 2
2022/1/27, 49, , 11, 2
2022/1/28, 58, , 7, 1
2022/1/29, 41, , 9, 2
2022/1/30, 34, , 25, 3
2022/1/31, 66, , 21, 3
2022/2/1, 78, , 20, 3
2022/2/2, 78, , 11, 2
2022/2/3, 64, , 5, 1
2022/2/4, 22, , 6, 2
2022/2/5, 32, , 15, 2
2022/2/6, 50, , 11, 2
2022/2/7, 47, , 14, 2
2022/2/8, 64, , 9, 2
2022/2/9, 72, , 21, 3
2022/2/10, 60, , 6, 1
2022/2/11, 56, , 8, 1
2022/2/12, 48, , 3, 1
2022/2/13, 37, , 6, 2
2022/2/14, 33, , 16, 2
2022/2/15, 37, , 19, 2
2022/2/16, 69, , 9, 2
2022/2/17, 73, , 9, 2
2022/2/18, 41, , , 1
2022/2/19, 30, , , 1
2022/2/20, 36, , , 1
2022/2/21, 32, , , 2
2022/2/22, 42, , , 2
2022/2/23, 49, , , 1
2022/2/24, 36, , , 1
2022/2/25, 31, , , 2
2022/2/26, 28, , , 2
2022/2/27, 39, , , 1
2022/2/28, 56, , , 2
2022/3/1, 32, , , 2
2022/3/2, 62, , , 
2022/3/3, 47, , , 
2022/3/4, 29, , 21, 2
2022/3/5, 34, , 13, 2
2022/3/6, 37, , 3, 2
2022/3/7, 51, , 8, 2
2022/3/8, 35, , 8, 1
2022/3/9, 18, , 12, 2
2022/3/10, 34, , 17, 2
2022/3/11, 46, , 16, 2
2022/3/12, 57, , 4, 2
2022/3/13, 26, , 6, 1
2022/3/14, 23, , 22, 2
2022/3/15, 50, , 11, 2
2022/3/16, 62, , 13, 2
2022/3/17, 67, , 23, 4
2022/3/18, 64, , 22, 
2022/3/19, 68, , 7, 
2022/3/20, 36, , 5, 
2022/3/21, 17, , 14, 1
2022/3/22, 19, , 6, 1
2022/3/23, 22, , 4, 1
2022/3/24, 17, , 7, 1
2022/3/25, 21, , 6, 1
2022/3/26, 23, , 3, 2
2022/3/27, 21, , 2, 2
2022/3/28, 19, , 5, 2
2022/3/29, 21, , 11, 2
2022/3/30, 22, , 11, 2
2022/3/31, 39, , 5, 2
2022/4/1, 43, , , 
2021/10/2, 31, , 10, 1
2021/10/3, 33, , 12, 2
2021/10/4, 39, , , 
2021/10/5, 23, , , 
2021/10/6, 27, , , 
2021/10/7, 22, , , 
2021/10/8, 35, , , 
2021/10/9, 39, , , 
2021/10/10, 30, , , 
2021/10/11, 23, , , 
2021/10/12, 22, , , 
2021/10/13, 24, , , 
2021/10/14, 32, , , 
2021/10/15, 44, , , 
2021/10/16, 38, , , 
2021/10/17, 23, , , 
2021/10/18, 15, , , 
2021/10/19, 19, , , 
2021/10/20, 33, , , 
2021/10/21, 44, , , 
2021/10/22, 48, , , 
2021/10/23, 23, , , 
2021/10/24, 33, , , 
2021/10/25, 38, , , 
2021/10/26, 19, , , 
2021/10/27, 13, , , 
2021/10/28, 31, , , 
2021/10/29, 39, , , 
2021/10/30, 32, , 3, 1
2021/10/31, 23, , 4, 1
2021/11/1, 31, , 6, 1
2021/11/2, 21, , 8, 1
2021/11/3, 18, , 12, 1
2021/11/4, 20, , 16, 1
2021/11/5, 29, , 21, 2
2021/11/6, 35, , 17, 2
2021/11/7, 37, , 16, 2
2021/11/8, 46, , 21, 2
2021/11/9, 46, , 18, 2
2021/11/10, 61, , 17, 2
2021/11/11, 42, , 6, 1
2021/11/12, 38, , 6, 1
2021/11/13, 25, , 5, 2
2021/11/14, 20, , 6, 2
2021/11/15, 21, , 8, 2
2021/11/16, 23, , 11, 3
2021/11/17, 29, , 11, 3
2021/11/18, 49, , 6, 2
2021/11/19, 39, , 7, 2
2021/11/20, 26, , 12, 3
2021/11/21, 28, , 10, 2
2021/11/22, 39, , 6, 2
2021/11/23, 22, , 13, 2
2021/11/24, 27, , 15, 2
2021/11/25, 32, , 8, 1
2021/11/26, 32, , 3, 1
2021/11/27, 25, , 7, 1
2021/11/28, 24, , 9, 2
2021/11/29, 46, , 12, 2
2021/11/30, 31, , 12, 2
2021/12/1, 40, , 9, 1
2021/12/2, 31, , 6, 1
2021/12/3, 39, , 11, 2
2021/12/4, 25, , 7, 2
2021/12/5, 33, , 9, 1
2021/12/6, 31, , 5, 1
2021/12/7, 43, , 8, 1
2021/12/8, 31, , 15, 1
2021/12/9, 51, , 11, 1
2021/12/10, 62, , 16, 2
2021/12/11, 56, , 3, 1
2021/12/12, 41, , 3, 1
2021/12/13, 30, , 6, 1
2021/12/14, 37, , 14, 3
2021/12/15, 48, , 11, 1
2021/12/16, 34, , 6, 1
2021/12/17, 47, , 8, 1
2021/12/18, 42, , 4, 1
2021/12/19, 33, , 11, 2
2021/12/20, 45, , 14, 2
2021/12/21, 44, , 13, 2
2021/12/22, 62, , 5, 1
2021/12/23, 44, , 8, 1
2021/12/24, 45, , 14, 2
2021/12/25, 61, , 8, 1
2021/12/26, 45, , 5, 1
2021/12/27, 44, , 7, 1
2021/12/28, 36, , 9, 1
2021/12/29, 46, , 11, 2
2021/12/30, 43, , 12, 2
2021/12/31, 61, , 14, 3
2022/1/1, 67, , 9, 1
2022/1/2, 55, , 6, 1
2022/1/3, 31, , 13, 1
2021/7/2, 37, , 6, 1
2021/7/3, 31, , 6, 1
2021/7/4, 42, , 4, 1
2021/7/5, 54, , 5, 1
2021/7/6, 60, , 8, 2
2021/7/7, 68, , 8, 1
2021/7/8, 47, , 9, 1
2021/7/9, 34, , 8, 2
2021/7/10, 31, , 3, 1
2021/7/11, 27, , 2, 1
2021/7/12, 29, , 2, 1
2021/7/13, 16, , 8, 1
2021/7/14, 31, , 7, 1
2021/7/15, 30, , 12, 1
2021/7/16, 42, , 3, 1
2021/7/17, 35, , 1, 1
2021/7/18, 30, , 5, 1
2021/7/19, 48, , 8, 2
2021/7/20, 69, , 11, 3
2021/7/21, 106, , 5, 1
2021/7/22, 43, , 9, 1
2021/7/23, 41, , 7, 1
2021/7/24, 47, , 4, 1
2021/7/25, 59, , 4, 1
2021/7/26, 49, , 11, 2
2021/7/27, 67, , 12, 2
2021/7/28, 70, , 3, 1
2021/7/29, 56, , 8, 1
2021/7/30, 53, , 8, 1
2021/7/31, 33, , 6, 1
2021/8/1, 29, , 6, 1
2021/8/2, 41, , 9, 1
2021/8/3, 27, , 14, 2
2021/8/4, 36, , 5, 2
2021/8/5, 52, , 7, 2
2021/8/6, 51, , 13, 3
2021/8/7, 56, , 8, 3
2021/8/8, 60, , 6, 2
2021/8/9, 62, , 5, 2
2021/8/10, 79, , 7, 2
2021/8/11, 60, , 5, 1
2021/8/12, 48, , 7, 1
2021/8/13, 38, , 7, 1
2021/8/14, 37, , 6, 2
2021/8/15, 26, , 3, 1
2021/8/16, 28, , 2, 1
2021/8/17, 31, , 8, 2
2021/8/18, 31, , 3, 1
2021/8/19, 22, , 8, 2
2021/8/20, 34, , 12, 2
2021/8/21, 54, , 6, 2
2021/8/22, 79, , 8, 2
2021/8/23, 64, , 8, 2
2021/8/24, 55, , 16, 3
2021/8/25, 48, , 10, 2
2021/8/26, 42, , 11, 2
2021/8/27, 39, , 3, 2
2021/8/28, 40, , 4, 2
2021/8/29, 42, , 4, 1
2021/8/30, 44, , 6, 1
2021/8/31, 33, , 11, 2
2021/9/1, 41, , 4, 1
2021/9/2, 31, , 8, 1
2021/9/3, 27, , 7, 2
2021/9/4, 22, , 6, 2
2021/9/5, 35, , 3, 1
2021/9/6, 36, , 4, 1
2021/9/7, 22, , 8, 2
2021/9/8, 34, , 7, 2
2021/9/9, 37, , 11, 2
2021/9/10, 19, , 7, 2
2021/9/11, 24, , 6, 1
2021/9/12, 23, , 4, 1
2021/9/13, 47, , 10, 2
2021/9/14, 29, , 7, 1
2021/9/15, 49, , 9, 1
2021/9/16, 27, , 4, 1
2021/9/17, 25, , 9, 2
2021/9/18, 41, , 8, 2
2021/9/19, 44, , 4, 1
2021/9/20, 33, , 4, 1
2021/9/21, 41, , 6, 1
2021/9/22, 32, , 4, 1
2021/9/23, 17, , 5, 1
2021/9/24, 14, , 7, 1
2021/9/25, 22, , 6, 1
2021/9/26, 31, , 6, 1
2021/9/27, 26, , 9, 1
2021/9/28, 41, , 9, 1
2021/9/29, 28, , 11, 2
2021/9/30, 29, , 6, 1
2021/10/1, 17, , 11, 1
2021/4/2, 13, , , 2
2021/4/3, 18, , , 2
2021/4/4, 24, , , 3
2021/4/5, 43, , , 3
2021/4/6, 54, , , 2
2021/4/7, 41, , 3, 2
2021/4/8, 42, , 4, 2
2021/4/9, 44, , 6, 1
2021/4/10, 31, , 4, 1
2021/4/11, 31, , 4, 1
2021/4/12, 29, , 10, 2
2021/4/13, 34, , 12, 2
2021/4/14, 29, , 15, 2
2021/4/15, 26, , 8, 1
2021/4/16, 20, , 6, 1
2021/4/17, 15, , 6, 2
2021/4/18, 17, , 5, 1
2021/4/19, 28, , 13, 2
2021/4/20, 36, , 6, 1
2021/4/21, 19, , 9, 1
2021/4/22, 12, , 8, 1
2021/4/23, 17, , 9, 1
2021/4/24, 34, , 9, 2
2021/4/25, 44, , 8, 2
2021/4/26, 39, , 8, 1
2021/4/27, 18, , 10, 2
2021/4/28, 40, , 12, 2
2021/4/29, 50, , , 2
2021/4/30, 30, , , 1
2021/5/1, 20, , , 2
2021/5/2, 17, , , 1
2021/5/3, 35, , , 2
2021/5/4, 30, , , 54
2021/5/5, 28, , , 45
2021/5/6, 21, , 6, 80
2021/5/7, 14, , 4, 
2021/5/8, 11, , 7, 
2021/5/9, 19, , 5, 
2021/5/10, 16, , 8, 
2021/5/11, 21, , 7, 
2021/5/12, 12, , 7, 
2021/5/13, 18, , 13, 
2021/5/14, 22, , 14, 2
2021/5/15, 30, , 14, 2
2021/5/16, 45, , 10, 3
2021/5/17, 53, , 12, 2
2021/5/18, 46, , 19, 2
2021/5/19, 48, , 12, 2
2021/5/20, 50, , 11, 2
2021/5/21, 52, , 11, 2
2021/5/22, 53, 500, 11, 
2021/5/23, 42, , , 
2021/5/24, 36, , , 
2021/5/25, 17, , , 
2021/5/26, 51, , 7, 1
2021/5/27, 49, , 5, 1
2021/5/28, 17, , 1, 
2021/5/29, 7, , 2, 
2021/5/30, 21, , 6, 1
2021/5/31, 44, , 8, 2
2021/6/1, 49, , 13, 1
2021/6/2, 41, , 11, 1
2021/6/3, 53, , 8, 1
2021/6/4, 24, , 10, 1
2021/6/5, 34, , 5, 
2021/6/6, 43, , 7, 1
2021/6/7, 53, , 10, 1
2021/6/8, 42, , 11, 
2021/6/9, 36, , 8, 
2021/6/10, 48, , 4, 
2021/6/11, 19, , 3, 
2021/6/12, 26, , 2, 
2021/6/13, 36, , 6, 
2021/6/14, 64, , 9, 
2021/6/15, 20, , 8, 1
2021/6/16, 15, , 9, 1
2021/6/17, 7, , 18, 2
2021/6/18, 16, , 10, 1
2021/6/19, 37, , 4, 2
2021/6/20, 47, , 6, 1
2021/6/21, 34, , 5, 1
2021/6/22, 26, , 4, 1
2021/6/23, 13, , 9, 1
2021/6/24, 21, , 5, 1
2021/6/25, 28, , 7, 1
2021/6/26, 36, , 5, 1
2021/6/27, 43, , 3, 1
2021/6/28, 42, , 6, 1
2021/6/29, 37, , 11, 1
2021/6/30, 49, , 7, 1
2021/7/1, 36, , 9, 1
2021/1/5, 47, , 6, 2
2021/1/6, 51, , 7, 2
2021/1/7, 34, , 6, 1
2021/1/8, 31, , 7, 2
2021/1/9, 36, , 16, 4
2021/1/10, 45, , 13, 2
2021/1/11, 45, , 12, 3
2021/1/12, 50, , 7, 2
2021/1/13, 49, , 7, 2
2021/1/14, 49, , 8, 2
2021/1/15, 55, , 4, 2
2021/1/16, 52, , 7, 2
2021/1/17, 36, , 2, 2
2021/1/18, 39, , 6, 2
2021/1/19, 33, , 5, 1
2021/1/20, 34, , 6, 1
2021/1/21, 25, , 4, 1
2021/1/22, 32, , 3, 1
2021/1/23, 32, , 3, 1
2021/1/24, 29, , 7, 2
2021/1/25, 27, , 9, 2
2021/1/26, 42, , 6, 2
2021/1/27, 33, , 7, 2
2021/1/28, 39, , 7, 1
2021/1/29, 27, , 8, 2
2021/1/30, 27, , 18, 3
2021/1/31, 37, , 4, 1
2021/2/1, 33, , 2, 500
2021/2/2, 34, , 9, 
2021/2/3, 27, , 8, 
2021/2/4, 26, , 16, 
2021/2/5, 34, , 3, 
2021/2/6, 33, , 4, 
2021/2/7, 33, , 11, 
2021/2/8, 35, , 11, 2
2021/2/9, 41, , 12, 2
2021/2/10, 45, , 12, 2
2021/2/11, 36, , 16, 3
2021/2/12, 45, , 8, 2
2021/2/13, 33, , 3, 1
2021/2/14, 23, , 10, 2
2021/2/15, 39, , 13, 3
2021/2/16, 40, , 5, 2
2021/2/17, 29, , 16, 2
2021/2/18, 39, , 5, 2
2021/2/19, 32, , 11, 3
2021/2/20, 40, , 4, 2
2021/2/21, 43, , 4, 2
2021/2/22, 51, , 3, 2
2021/2/23, 38, , 5, 2
2021/2/24, 44, , 7, 2
2021/2/25, 34, , 4, 1
2021/2/26, 24, , 10, 2
2021/2/27, 33, , 6, 2
2021/2/28, 40, , 8, 2
2021/3/1, 27, , 3, 1
2021/3/2, 28, , 5, 1
2021/3/3, 20, , 6, 2
2021/3/4, 34, , 5, 2
2021/3/5, 24, , 6, 2
2021/3/6, 17, , 3, 1
2021/3/7, 19, , 8, 2
2021/3/8, 28, , 15, 2
2021/3/9, 38, , 13, 3
2021/3/10, 55, , 13, 3
2021/3/11, 57, , 4, 2
2021/3/12, 63, , 4, 2
2021/3/13, 24, , 4, 1
2021/3/14, 15, , 3, 1
2021/3/15, 29, , 2, 1
2021/3/16, 23, , 4, 2
2021/3/17, 37, , 13, 3
2021/3/18, 50, , 2, 1
2021/3/19, 43, , 4, 1
2021/3/20, 30, , 14, 3
2021/3/21, 38, , 11, 3
2021/3/22, 39, , 17, 4
2021/3/23, 45, , 14, 3
2021/3/24, 51, , 3, 1
2021/3/25, 29, , 6, 2
2021/3/26, 27, , 3, 2
2021/3/27, 24, , , 2
2021/3/28, 32, , , 1
2021/3/29, 22, , , 1
2021/3/30, 24, , , 2
2021/3/31, 32, , 12, 2
2021/4/1, 34, , 6, 1
2020/10/2, 23, , , 2
2020/10/3, 21, , , 2
2020/10/4, 25, , , 2
2020/10/5, 27, , 9, 2
2020/10/6, 33, , 7, 2
2020/10/7, 17, , 6, 2
2020/10/8, 27, , , 2
2020/10/9, 26, , , 3
